n_per_arm_nominal,baseline_callback_rate,risk_difference,cluster_size,icc,design_effect,effective_n_per_arm,approx_power_cluster_adjusted
40,0.3,0.14999999999999997,4,0.1,1.3,30.769230769230766,0.23002908518534254
40,0.3,0.14999999999999997,8,0.01,1.07,37.38317757009346,0.26964630970248005
40,0.3,0.14999999999999997,8,0.05,1.35,29.629629629629626,0.22315551008102805
40,0.3,0.14999999999999997,8,0.1,1.7000000000000002,23.52941176470588,0.18618460279120044
40,0.3,0.2,2,0.01,1.01,39.603960396039604,0.44878246151491313
40,0.3,0.2,2,0.05,1.05,38.095238095238095,0.4348824085212754
40,0.3,0.2,2,0.1,1.1,36.36363636363636,0.418688302860548
40,0.3,0.2,4,0.01,1.03,38.83495145631068,0.44172225855130837
40,0.3,0.2,4,0.05,1.15,34.78260869565218,0.4036850747412568
40,0.3,0.2,4,0.1,1.3,30.769230769230766,0.36472317007579996
40,0.3,0.2,8,0.01,1.07,37.38317757009346,0.4282538385204999
40,0.3,0.2,8,0.05,1.35,29.629629629629626,0.35344547317251196
40,0.3,0.2,8,0.1,1.7000000000000002,23.52941176470588,0.29168363423473515
40,0.3,0.3,2,0.01,1.01,39.603960396039604,0.7785463153727806
40,0.3,0.3,2,0.05,1.05,38.095238095238095,0.7626462856425743
40,0.3,0.3,2,0.1,1.1,36.36363636363636,0.7432323477828787
40,0.3,0.3,4,0.01,1.03,38.83495145631068,0.7705577451718664
40,0.3,0.3,4,0.05,1.15,34.78260869565218,0.7243791415495942
40,0.3,0.3,4,0.1,1.3,30.769230769230766,0.6714529068042038
40,0.3,0.3,8,0.01,1.07,37.38317757009346,0.7548163330335553
40,0.3,0.3,8,0.05,1.35,29.629629629629626,0.6550504847724077
40,0.3,0.3,8,0.1,1.7000000000000002,23.52941176470588,0.5565307392257772
80,0.05,0.05,2,0.01,1.01,79.20792079207921,0.2270217513148676
80,0.05,0.05,2,0.05,1.05,76.19047619047619,0.22006111324869754
80,0.05,0.05,2,0.1,1.1,72.72727272727272,0.2120581516601381
80,0.05,0.05,4,0.01,1.03,77.66990291262135,0.2234753375716557
80,0.05,0.05,4,0.05,1.15,69.56521739130436,0.2047390215498314
80,0.05,0.05,4,0.1,1.3,61.53846153846153,0.18611375115259984
80,0.05,0.05,8,0.01,1.07,74.76635514018692,0.21677192528457317
80,0.05,0.05,8,0.05,1.35,59.25925925925925,0.1808141920712297
80,0.05,0.05,8,0.1,1.7000000000000002,47.05882352941176,0.15236885368932052
80,0.05,0.10000000000000002,2,0.01,1.01,79.20792079207921,0.58208366893785
80,0.05,0.10000000000000002,2,0.05,1.05,76.19047619047619,0.5657429783847546
80,0.05,0.10000000000000002,2,0.1,1.1,72.72727272727272,0.546442158436395
80,0.05,0.10000000000000002,4,0.01,1.03,77.66990291262135,0.5738101893682712
80,0.05,0.10000000000000002,4,0.05,1.15,69.56521739130436,0.5283136083030675
80,0.05,0.10000000000000002,4,0.1,1.3,61.53846153846153,0.48016808829582414
80,0.05,0.10000000000000002,8,0.01,1.07,74.76635514018692,0.5578766687618238
80,0.05,0.10000000000000002,8,0.05,1.35,59.25925925925925,0.46595573843933785
80,0.05,0.10000000000000002,8,0.1,1.7000000000000002,47.05882352941176,0.3860939077112996
80,0.05,0.15000000000000002,2,0.01,1.01,79.20792079207921,0.8501956755768174
80,0.05,0.15000000000000002,2,0.05,1.05,76.19047619047619,0.8363652188996608
80,0.05,0.15000000000000002,2,0.1,1.1,72.72727272727272,0.8191268447575495
80,0.05,0.15000000000000002,4,0.01,1.03,77.66990291262135,0.8432801994442876
80,0.05,0.15000000000000002,4,0.05,1.15,69.56521739130436,0.8020353798057029
80,0.05,0.15000000000000002,4,0.1,1.3,61.53846153846153,0.7523482114459487
80,0.05,0.15000000000000002,8,0.01,1.07,74.76635514018692,0.8294581069669753
80,0.05,0.15000000000000002,8,0.05,1.35,59.25925925925925,0.7364740929789391
80,0.05,0.15000000000000002,8,0.1,1.7000000000000002,47.05882352941176,0.6369346354159355
80,0.05,0.2,2,0.01,1.01,79.20792079207921,0.963420579293659
80,0.05,0.2,2,0.05,1.05,76.19047619047619,0.9572548424191863
80,0.05,0.2,2,0.1,1.1,72.72727272727272,0.9489839489514652
80,0.05,0.2,4,0.01,1.03,77.66990291262135,0.9603904114548881
80,0.05,0.2,4,0.05,1.15,69.56521739130436,0.9401529940629842
80,0.05,0.2,4,0.1,1.3,61.53846153846153,0.9110092840898845
80,0.05,0.2,8,0.01,1.07,74.76635514018692,0.9540182802546371
80,0.05,0.2,8,0.05,1.35,59.25925925925925,0.9006350398461281
80,0.05,0.2,8,0.1,1.7000000000000002,47.05882352941176,0.824303020860415
80,0.05,0.3,2,0.01,1.01,79.20792079207921,0.9992363651052016
80,0.05,0.3,2,0.05,1.05,76.19047619047619,0.9989325681475185
80,0.05,0.3,2,0.1,1.1,72.72727272727272,0.9984373357602153
80,0.05,0.3,4,0.01,1.03,77.66990291262135,0.9990939232114631
80,0.05,0.3,4,0.05,1.15,69.56521739130436,0.9977940047741095
80,0.05,0.3,4,0.1,1.3,61.53846153846153,0.994785470916623
80,0.05,0.3,8,0.01,1.07,74.76635514018692,0.998750908178471
80,0.05,0.3,8,0.05,1.35,59.25925925925925,0.9933708093836993
80,0.05,0.3,8,0.1,1.7000000000000002,47.05882352941176,0.9769097367241103
80,0.1,0.05000000000000002,2,0.01,1.01,79.20792079207921,0.1576781866540794
80,0.1,0.05000000000000002,2,0.05,1.05,76.19047619047619,0.15328850234578184
80,0.1,0.05000000000000002,2,0.1,1.1,72.72727272727272,0.1482458732678291
80,0.1,0.05000000000000002,4,0.01,1.03,77.66990291262135,0.15544116039346564
80,0.1,0.05000000000000002,4,0.05,1.15,69.56521739130436,0.14363714879080605
80,0.1,0.05000000000000002,4,0.1,1.3,61.53846153846153,0.13191444002466998
80,0.1,0.05000000000000002,8,0.01,1.07,74.76635514018692,0.1512154992873078
80,0.1,0.05000000000000002,8,0.05,1.35,59.25925925925925,0.12857825429237466
80,0.1,0.05000000000000002,8,0.1,1.7000000000000002,47.05882352941176,0.11063618178600391
80,0.1,0.1,2,0.01,1.01,79.20792079207921,0.43093271251583165
80,0.1,0.1,2,0.05,1.05,76.19047619047619,0.41747834871075157
80,0.1,0.1,2,0.1,1.1,72.72727272727272,0.4018269367186872
80,0.1,0.1,4,0.01,1.03,77.66990291262135,0.42409651242777224
80,0.1,0.1,4,0.05,1.15,69.56521739130436,0.38734805822899016
80,0.1,0.1,4,0.1,1.3,61.53846153846153,0.34983813538766506
80,0.1,0.1,8,0.01,1.07,74.76635514018692,0.4110689226670713
80,0.1,0.1,8,0.05,1.35,59.25925925925925,0.3390034154659398
80,0.1,0.1,8,0.1,1.7000000000000002,47.05882352941176,0.2798253713771076
80,0.1,0.15,2,0.01,1.01,79.20792079207921,0.7192333181325679
80,0.1,0.15,2,0.05,1.05,76.19047619047619,0.7025346808751087
80,0.1,0.15,2,0.1,1.1,72.72727272727272,0.6823987701638412
80,0.1,0.15,4,0.01,1.03,77.66990291262135,0.7108190981722632
80,0.1,0.15,4,0.05,1.15,69.56521739130436,0.6630887741378602
80,0.1,0.15,4,0.1,1.3,61.53846153846153,0.6100084175837944
80,0.1,0.15,8,0.01,1.07,74.76635514018692,0.6943813498250035
80,0.1,0.15,8,0.05,1.35,59.25925925925925,0.593858215934542
80,0.1,0.15,8,0.1,1.7000000000000002,47.05882352941176,0.4993024079389732
80,0.1,0.20000000000000004,2,0.01,1.01,79.20792079207921,0.9007637815886305
80,0.1,0.20000000000000004,2,0.05,1.05,76.19047619047619,0.8894275172178001
80,0.1,0.20000000000000004,2,0.1,1.1,72.72727272727272,0.8749891395800391
80,0.1,0.20000000000000004,4,0.01,1.03,77.66990291262135,0.8951240531808636
80,0.1,0.20000000000000004,4,0.05,1.15,69.56521739130436,0.8603583832065687
80,0.1,0.20000000000000004,4,0.1,1.3,61.53846153846153,0.8162216992010912
80,0.1,0.20000000000000004,8,0.01,1.07,74.76635514018692,0.8836821757656514
80,0.1,0.20000000000000004,8,0.05,1.35,59.25925925925925,0.8016634465934738
80,0.1,0.20000000000000004,8,0.1,1.7000000000000002,47.05882352941176,0.7060661572680845
80,0.1,0.30000000000000004,2,0.01,1.01,79.20792079207921,0.9954527497261225
80,0.1,0.30000000000000004,2,0.05,1.05,76.19047619047619,0.9941425571876945
80,0.1,0.30000000000000004,2,0.1,1.1,72.72727272727272,0.992188436139992
80,0.1,0.30000000000000004,4,0.01,1.03,77.66990291262135,0.9948249802324475
80,0.1,0.30000000000000004,4,0.05,1.15,69.56521739130436,0.9898668447604053
80,0.1,0.30000000000000004,4,0.1,1.3,61.53846153846153,0.9806240462960861
80,0.1,0.30000000000000004,8,0.01,1.07,74.76635514018692,0.9934040480127111
80,0.1,0.30000000000000004,8,0.05,1.35,59.25925925925925,0.9767891226538143
80,0.1,0.30000000000000004,8,0.1,1.7000000000000002,47.05882352941176,0.9407793021940379
80,0.2,0.04999999999999999,2,0.01,1.01,79.20792079207921,0.11402475255513465
80,0.2,0.04999999999999999,2,0.05,1.05,76.19047619047619,0.1112493612887879
80,0.2,0.04999999999999999,2,0.1,1.1,72.72727272727272,0.10805733197855852
80,0.2,0.04999999999999999,4,0.01,1.03,77.66990291262135,0.11261074313419903
80,0.2,0.04999999999999999,4,0.05,1.15,69.56521739130436,0.105135865046346
80,0.2,0.04999999999999999,4,0.1,1.3,61.53846153846153,0.09768331464172834
80,0.2,0.04999999999999999,8,0.01,1.07,74.76635514018692,0.10993765855257968
80,0.2,0.04999999999999999,8,0.05,1.35,59.25925925925925,0.0955557021012102
80,0.2,0.04999999999999999,8,0.1,1.7000000000000002,47.05882352941176,0.08404728106046101
80,0.2,0.10000000000000003,2,0.01,1.01,79.20792079207921,0.30852060366406886
80,0.2,0.10000000000000003,2,0.05,1.05,76.19047619047619,0.29870593283436875
80,0.2,0.10000000000000003,2,0.1,1.1,72.72727272727272,0.2873830059603703
80,0.2,0.10000000000000003,4,0.01,1.03,77.66990291262135,0.30352409305714645
80,0.2,0.10000000000000003,4,0.05,1.15,69.56521739130436,0.2769937869445377
80,0.2,0.10000000000000003,4,0.1,1.3,61.53846153846153,0.2504269436908065
80,0.2,0.10000000000000003,8,0.01,1.07,74.76635514018692,0.2940571007913435
80,0.2,0.10000000000000003,8,0.05,1.35,59.25925925925925,0.24283831819144708
80,0.2,0.10000000000000003,8,0.1,1.7000000000000002,47.05882352941176,0.20195035465805175
80,0.2,0.14999999999999997,2,0.01,1.01,79.20792079207921,0.5683655341844731
80,0.2,0.14999999999999997,2,0.05,1.05,76.19047619047619,0.5521942990636337
80,0.2,0.14999999999999997,2,0.1,1.1,72.72727272727272,0.5331250674785697
80,0.2,0.14999999999999997,4,0.01,1.03,77.66990291262135,0.5601747247619404
80,0.2,0.14999999999999997,4,0.05,1.15,69.56521739130436,0.5152435710931299
80,0.2,0.14999999999999997,4,0.1,1.3,61.53846153846153,0.4678828877994449
80,0.2,0.14999999999999997,8,0.01,1.07,74.76635514018692,0.5444183564765499
80,0.2,0.14999999999999997,8,0.05,1.35,59.25925925925925,0.453935502997032
80,0.2,0.14999999999999997,8,0.1,1.7000000000000002,47.05882352941176,0.37581091396099164
80,0.2,0.2,2,0.01,1.01,79.20792079207921,0.7946087189427342
80,0.2,0.2,2,0.05,1.05,76.19047619047619,0.7790542406427456
80,0.2,0.2,2,0.1,1.1,72.72727272727272,0.7599866928199643
80,0.2,0.2,4,0.01,1.03,77.66990291262135,0.786800981469826
80,0.2,0.2,4,0.05,1.15,69.56521739130436,0.7413957083526223
80,0.2,0.2,4,0.1,1.3,61.53846153846153,0.6888541946882085
80,0.2,0.2,8,0.01,1.07,74.76635514018692,0.7713736752137575
80,0.2,0.2,8,0.05,1.35,59.25925925925925,0.6724753497083715
80,0.2,0.2,8,0.1,1.7000000000000002,47.05882352941176,0.5732856735296057
80,0.2,0.3,2,0.01,1.01,79.20792079207921,0.9816774616651321
80,0.2,0.3,2,0.05,1.05,76.19047619047619,0.9778800726158425
80,0.2,0.3,2,0.1,1.1,72.72727272727272,0.9726022163229632
80,0.2,0.3,4,0.01,1.03,77.66990291262135,0.9798268882627604
80,0.2,0.3,4,0.05,1.15,69.56521739130436,0.9667618587947245
80,0.2,0.3,4,0.1,1.3,61.53846153846153,0.9462506157977186
80,0.2,0.3,8,0.01,1.07,74.76635514018692,0.9758384840191643
80,0.2,0.3,8,0.05,1.35,59.25925925925925,0.9385618479667935
80,0.2,0.3,8,0.1,1.7000000000000002,47.05882352941176,0.8772755851673654
80,0.3,0.04999999999999999,2,0.01,1.01,79.20792079207921,0.09892495891123464
80,0.3,0.04999999999999999,2,0.05,1.05,76.19047619047619,0.09669243697307357
80,0.3,0.04999999999999999,2,0.1,1.1,72.72727272727272,0.0941222902880167
80,0.3,0.04999999999999999,4,0.01,1.03,77.66990291262135,0.09778777266989744
80,0.3,0.04999999999999999,4,0.05,1.15,69.56521739130436,0.09176749302855292
80,0.3,0.04999999999999999,4,0.1,1.3,61.53846153846153,0.08574841770343489
80,0.3,0.04999999999999999,8,0.01,1.07,74.76635514018692,0.09563661699731056
80,0.3,0.04999999999999999,8,0.05,1.35,59.25925925925925,0.08402653044402073
80,0.3,0.04999999999999999,8,0.1,1.7000000000000002,47.05882352941176,0.07468073609202686
80,0.3,0.10000000000000003,2,0.01,1.01,79.20792079207921,0.26193261596383854
80,0.3,0.10000000000000003,2,0.05,1.05,76.19047619047619,0.2537181377518605
80,0.3,0.10000000000000003,2,0.1,1.1,72.72727272727272,0.24426210694571093
80,0.3,0.10000000000000003,4,0.01,1.03,77.66990291262135,0.2577485834197163
80,0.3,0.10000000000000003,4,0.05,1.15,69.56521739130436,0.23560421067541346
80,0.3,0.10000000000000003,4,0.1,1.3,61.53846153846153,0.21353600790057142
80,0.3,0.10000000000000003,8,0.01,1.07,74.76635514018692,0.2498331740452277
80,0.3,0.10000000000000003,8,0.05,1.35,59.25925925925925,0.20724901216779007
80,0.3,0.10000000000000003,8,0.1,1.7000000000000002,47.05882352941176,0.17346943442095988
80,0.3,0.14999999999999997,2,0.01,1.01,79.20792079207921,0.4997646946416998
80,0.3,0.14999999999999997,2,0.05,1.05,76.19047619047619,0.4847347643040151
80,0.3,0.14999999999999997,2,0.1,1.1,72.72727272727272,0.4671419298512673
80,0.3,0.14999999999999997,4,0.01,1.03,77.66990291262135,0.4921389020654141
80,0.3,0.14999999999999997,4,0.05,1.15,69.56521739130436,0.4507664076236882
80,0.3,0.14999999999999997,4,0.1,1.3,61.53846153846153,0.40791637895778
80,0.3,0.14999999999999997,8,0.01,1.07,74.76635514018692,0.4775442181954888
80,0.3,0.14999999999999997,8,0.05,1.35,59.25925925925925,0.39543063293755426
80,0.3,0.14999999999999997,8,0.1,1.7000000000000002,47.05882352941176,0.3264643098121204
80,0.3,0.2,2,0.01,1.01,79.20792079207921,0.7355809174786648
80,0.3,0.2,2,0.05,1.05,76.19047619047619,0.7190336316874902
80,0.3,0.2,2,0.1,1.1,72.72727272727272,0.6990171999270065
80,0.3,0.2,4,0.01,1.03,77.66990291262135,0.7272490701485262
80,0.3,0.2,4,0.05,1.15,69.56521739130436,0.679760780722069
80,0.3,0.2,4,0.1,1.3,61.53846153846153,0.6265466388165719
80,0.3,0.2,8,0.01,1.07,74.76635514018692,0.7109367601826909
80,0.3,0.2,8,0.05,1.35,59.25925925925925,0.610280428061576
80,0.3,0.2,8,0.1,1.7000000000000002,47.05882352941176,0.514432945544206
80,0.3,0.3,2,0.01,1.01,79.20792079207921,0.9710833738246376
80,0.3,0.3,2,0.05,1.05,76.19047619047619,0.9658317319522328
80,0.3,0.3,2,0.1,1.1,72.72727272727272,0.9587012748691901
80,0.3,0.3,4,0.01,1.03,77.66990291262135,0.9685098335376929
80,0.3,0.3,4,0.05,1.15,69.56521739130436,0.9509945492791319
80,0.3,0.3,4,0.1,1.3,61.53846153846153,0.9250172794113894
80,0.3,0.3,8,0.01,1.07,74.76635514018692,0.9630523978024339
80,0.3,0.3,8,0.05,1.35,59.25925925925925,0.9156052338605071
80,0.3,0.3,8,0.1,1.7000000000000002,47.05882352941176,0.8444496921814639
150,0.05,0.05,2,0.01,1.01,148.5148514851485,0.3815699708546769
150,0.05,0.05,2,0.05,1.05,142.85714285714286,0.36946928919737276
150,0.05,0.05,2,0.1,1.1,136.36363636363635,0.35544547372222396
150,0.05,0.05,4,0.01,1.03,145.63106796116506,0.3754162047738408
150,0.05,0.05,4,0.05,1.15,130.43478260869566,0.342520537853521
150,0.05,0.05,4,0.1,1.3,115.38461538461539,0.3092361175583212
150,0.05,0.05,8,0.01,1.07,140.18691588785046,0.36371965403280226
150,0.05,0.05,8,0.05,1.35,111.1111111111111,0.29967159354542305
150,0.05,0.05,8,0.1,1.7000000000000002,88.23529411764704,0.2477686596754577
150,0.05,0.10000000000000002,2,0.01,1.01,148.5148514851485,0.8431729766195337
150,0.05,0.10000000000000002,2,0.05,1.05,142.85714285714286,0.8290736107350618
150,0.05,0.10000000000000002,2,0.1,1.1,136.36363636363635,0.8115423904013144
150,0.05,0.10000000000000002,4,0.01,1.03,145.63106796116506,0.8361190698849104
150,0.05,0.10000000000000002,4,0.05,1.15,130.43478260869566,0.7942027676029606
150,0.05,0.10000000000000002,4,0.1,1.3,115.38461538461539,0.7440008321655116
150,0.05,0.10000000000000002,8,0.01,1.07,140.18691588785046,0.8220437573958809
150,0.05,0.10000000000000002,8,0.05,1.35,111.1111111111111,0.7280192901462518
150,0.05,0.10000000000000002,8,0.1,1.7000000000000002,88.23529411764704,0.6283148241069461
150,0.05,0.15000000000000002,2,0.01,1.01,148.5148514851485,0.9839904369873197
150,0.05,0.15000000000000002,2,0.05,1.05,142.85714285714286,0.9805497904524655
150,0.05,0.15000000000000002,2,0.1,1.1,136.36363636363635,0.9757347220636147
150,0.05,0.15000000000000002,4,0.01,1.03,145.63106796116506,0.9823164659915353
150,0.05,0.15000000000000002,4,0.05,1.15,130.43478260869566,0.9703693882429933
150,0.05,0.15000000000000002,4,0.1,1.3,115.38461538461539,0.9512962645406502
150,0.05,0.15000000000000002,8,0.01,1.07,140.18691588785046,0.9786914127668059
150,0.05,0.15000000000000002,8,0.05,1.35,111.1111111111111,0.9440748341582295
150,0.05,0.15000000000000002,8,0.1,1.7000000000000002,88.23529411764704,0.8856015813649399
150,0.05,0.2,2,0.01,1.01,148.5148514851485,0.999256998389501
150,0.05,0.2,2,0.05,1.05,142.85714285714286,0.9989601157775053
150,0.05,0.2,2,0.1,1.1,136.36363636363635,0.9984754987262836
150,0.05,0.2,4,0.01,1.03,145.63106796116506,0.9991178447872457
150,0.05,0.2,4,0.05,1.15,130.43478260869566,0.9978451013025036
150,0.05,0.2,4,0.1,1.3,115.38461538461539,0.9948897400233465
150,0.05,0.2,8,0.01,1.07,140.18691588785046,0.9987824312500454
150,0.05,0.2,8,0.05,1.35,111.1111111111111,0.9934974635500606
150,0.05,0.2,8,0.1,1.7000000000000002,88.23529411764704,0.9772427740017492
150,0.05,0.3,2,0.01,1.01,148.5148514851485,0.9999997944851604
150,0.05,0.3,2,0.05,1.05,142.85714285714286,0.9999995860918783
150,0.05,0.3,2,0.1,1.1,136.36363636363635,0.9999990802946286
150,0.05,0.3,4,0.01,1.03,145.63106796116506,0.999999706204143
150,0.05,0.3,4,0.05,1.15,130.43478260869566,0.9999981031472872
150,0.05,0.3,4,0.1,1.3,115.38461538461539,0.9999883667076723
150,0.05,0.3,8,0.01,1.07,140.18691588785046,0.9999994248419801
150,0.05,0.3,8,0.05,1.35,111.1111111111111,0.9999806628591914
150,0.05,0.3,8,0.1,1.7000000000000002,88.23529411764704,0.9997236956185352
150,0.1,0.05000000000000002,2,0.01,1.01,148.5148514851485,0.2575169266731886
150,0.1,0.05000000000000002,2,0.05,1.05,142.85714285714286,0.249458763167379
150,0.1,0.05000000000000002,2,0.1,1.1,136.36363636363635,0.24018430328055052
150,0.1,0.05000000000000002,4,0.01,1.03,145.63106796116506,0.25341234235665877
150,0.1,0.05000000000000002,4,0.05,1.15,130.43478260869566,0.23169407254436444
150,0.1,0.05000000000000002,4,0.1,1.3,115.38461538461539,0.21005859011323372
150,0.1,0.05000000000000002,8,0.01,1.07,140.18691588785046,0.2456481926335381
150,0.1,0.05000000000000002,8,0.05,1.35,111.1111111111111,0.20389607445124408
150,0.1,0.05000000000000002,8,0.1,1.7000000000000002,88.23529411764704,0.17079143618859527
150,0.1,0.1,2,0.01,1.01,148.5148514851485,0.686363203491309
150,0.1,0.1,2,0.05,1.05,142.85714285714286,0.6695003870194669
150,0.1,0.1,2,0.1,1.1,136.36363636363635,0.6492842274878513
150,0.1,0.1,4,0.01,1.03,145.63106796116506,0.6778547896674774
150,0.1,0.1,4,0.05,1.15,130.43478260869566,0.6300101390616543
150,0.1,0.1,4,0.1,1.3,115.38461538461539,0.5775411152245691
150,0.1,0.1,8,0.01,1.07,140.18691588785046,0.6612995342897974
150,0.1,0.1,8,0.05,1.35,111.1111111111111,0.5617124856116893
150,0.1,0.1,8,0.1,1.7000000000000002,88.23529411764704,0.47011856340994346
150,0.1,0.15,2,0.01,1.01,148.5148514851485,0.93559347800431
150,0.1,0.15,2,0.05,1.05,142.85714285714286,0.92673441419033
150,0.1,0.15,2,0.1,1.1,136.36363636363635,0.9151937027171956
150,0.1,0.15,4,0.01,1.03,145.63106796116506,0.9312094434910574
150,0.1,0.15,4,0.05,1.15,130.43478260869566,0.9032301685234992
150,0.1,0.15,4,0.1,1.3,115.38461538461539,0.8657082767475597
150,0.1,0.15,8,0.01,1.07,140.18691588785046,0.9221753042687835
150,0.1,0.15,8,0.05,1.35,111.1111111111111,0.8529136195100347
150,0.1,0.15,8,0.1,1.7000000000000002,88.23529411764704,0.7646783808925086
150,0.1,0.20000000000000004,2,0.01,1.01,148.5148514851485,0.9935158748554493
150,0.1,0.20000000000000004,2,0.05,1.05,142.85714285714286,0.9917836083592537
150,0.1,0.20000000000000004,2,0.1,1.1,136.36363636363635,0.9892457060918671
150,0.1,0.20000000000000004,4,0.01,1.03,145.63106796116506,0.9926822875031633
150,0.1,0.20000000000000004,4,0.05,1.15,130.43478260869566,0.9862842509721271
150,0.1,0.20000000000000004,4,0.1,1.3,115.38461538461539,0.974864685659281
150,0.1,0.20000000000000004,8,0.01,1.07,140.18691588785046,0.9908187755291502
150,0.1,0.20000000000000004,8,0.05,1.35,111.1111111111111,0.9702459755241755
150,0.1,0.20000000000000004,8,0.1,1.7000000000000002,88.23529411764704,0.9286613544932071
150,0.1,0.30000000000000004,2,0.01,1.01,148.5148514851485,0.9999912903878164
150,0.1,0.30000000000000004,2,0.05,1.05,142.85714285714286,0.9999851220169308
150,0.1,0.30000000000000004,2,0.1,1.1,136.36363636363635,0.9999726133746935
150,0.1,0.30000000000000004,4,0.01,1.03,145.63106796116506,0.999988552336537
150,0.1,0.30000000000000004,4,0.05,1.15,130.43478260869566,0.9999523995644821
150,0.1,0.30000000000000004,4,0.1,1.3,115.38461538461539,0.9998102367235656
150,0.1,0.30000000000000004,8,0.01,1.07,140.18691588785046,0.9999808677363995
150,0.1,0.30000000000000004,8,0.05,1.35,111.1111111111111,0.99972059124285
150,0.1,0.30000000000000004,8,0.1,1.7000000000000002,88.23529411764704,0.9978937375908824
150,0.2,0.04999999999999999,2,0.01,1.01,148.5148514851485,0.17703268702541725
150,0.2,0.04999999999999999,2,0.05,1.05,142.85714285714286,0.17192022241957922
150,0.2,0.04999999999999999,2,0.1,1.1,136.36363636363635,0.16604740906618337
150,0.2,0.04999999999999999,4,0.01,1.03,145.63106796116506,0.1744273343017389
150,0.2,0.04999999999999999,4,0.05,1.15,130.43478260869566,0.1606804138376551
150,0.2,0.04999999999999999,4,0.1,1.3,115.38461538461539,0.14703374752418724
150,0.2,0.04999999999999999,8,0.01,1.07,140.18691588785046,0.16950589689883636
150,0.2,0.04999999999999999,8,0.05,1.35,111.1111111111111,0.14315198767289758
150,0.2,0.04999999999999999,8,0.1,1.7000000000000002,88.23529411764704,0.12230132639994344
150,0.2,0.10000000000000003,2,0.01,1.01,148.5148514851485,0.515597925156448
150,0.2,0.10000000000000003,2,0.05,1.05,142.85714285714286,0.5002636538278039
150,0.2,0.10000000000000003,2,0.1,1.1,136.36363636363635,0.4822860136667371
150,0.2,0.10000000000000003,4,0.01,1.03,145.63106796116506,0.5078205859541218
150,0.2,0.10000000000000003,4,0.05,1.15,130.43478260869566,0.46552571209638527
150,0.2,0.10000000000000003,4,0.1,1.3,115.38461538461539,0.4215549941657853
150,0.2,0.10000000000000003,8,0.01,1.07,140.18691588785046,0.49291948591677964
150,0.2,0.10000000000000003,8,0.05,1.35,111.1111111111111,0.4087135777518396
150,0.2,0.10000000000000003,8,0.1,1.7000000000000002,88.23529411764704,0.33757203236640654
150,0.2,0.14999999999999997,2,0.01,1.01,148.5148514851485,0.8313821851336711
150,0.2,0.14999999999999997,2,0.05,1.05,142.85714285714286,0.8168670763114747
150,0.2,0.14999999999999997,2,0.1,1.1,136.36363636363635,0.7988876845724064
150,0.2,0.14999999999999997,4,0.01,1.03,145.63106796116506,0.8241138089527646
150,0.2,0.14999999999999997,4,0.05,1.15,130.43478260869566,0.781173070377797
150,0.2,0.14999999999999997,4,0.1,1.3,115.38461538461539,0.7302175125658417
150,0.2,0.14999999999999997,8,0.01,1.07,140.18691588785046,0.8096487362793225
150,0.2,0.14999999999999997,8,0.05,1.35,111.1111111111111,0.714087283533639
150,0.2,0.14999999999999997,8,0.1,1.7000000000000002,88.23529411764704,0.614260022808296
150,0.2,0.2,2,0.01,1.01,148.5148514851485,0.9678508191668415
150,0.2,0.2,2,0.05,1.05,142.85714285714286,0.9622017266748402
150,0.2,0.2,2,0.1,1.1,136.36363636363635,0.9545733122202321
150,0.2,0.2,4,0.01,1.03,145.63106796116506,0.9650789290565824
150,0.2,0.2,4,0.05,1.15,130.43478260869566,0.9463735526143398
150,0.2,0.2,4,0.1,1.3,115.38461538461539,0.918996696578658
150,0.2,0.2,8,0.01,1.07,140.18691588785046,0.9592230211718653
150,0.2,0.2,8,0.05,1.35,111.1111111111111,0.9091561752217805
150,0.2,0.2,8,0.1,1.7000000000000002,88.23529411764704,0.8356660188550855
150,0.2,0.3,2,0.01,1.01,148.5148514851485,0.9998316299689143
150,0.2,0.3,2,0.05,1.05,142.85714285714286,0.9997479920704624
150,0.2,0.3,2,0.1,1.1,136.36363636363635,0.9996011210626239
150,0.2,0.3,4,0.01,1.03,145.63106796116506,0.9997931299863299
150,0.2,0.3,4,0.05,1.15,130.43478260869566,0.9993955592799998
150,0.2,0.3,4,0.1,1.3,115.38461538461539,0.9982930303997809
150,0.2,0.3,8,0.01,1.07,140.18691588785046,0.9996954678122841
150,0.2,0.3,8,0.05,1.35,111.1111111111111,0.9977188089016611
150,0.2,0.3,8,0.1,1.7000000000000002,88.23529411764704,0.989672780417289
150,0.3,0.04999999999999999,2,0.01,1.01,148.5148514851485,0.14930226833401242
150,0.3,0.04999999999999999,2,0.05,1.05,142.85714285714286,0.14522503996391914
150,0.3,0.04999999999999999,2,0.1,1.1,136.36363636363635,0.14054092234483329
150,0.3,0.04999999999999999,4,0.01,1.03,145.63106796116506,0.1472245079275725
150,0.3,0.04999999999999999,4,0.05,1.15,130.43478260869566,0.13625932871776406
150,0.3,0.04999999999999999,4,0.1,1.3,115.38461538461539,0.12536542909754692
150,0.3,0.04999999999999999,8,0.01,1.07,140.18691588785046,0.1432994824627568
150,0.3,0.04999999999999999,8,0.05,1.35,111.1111111111111,0.12226399412803621
150,0.3,0.04999999999999999,8,0.1,1.7000000000000002,88.23529411764704,0.10557202696197468
150,0.3,0.10000000000000003,2,0.01,1.01,148.5148514851485,0.4407899292166429
